Gender,Age,Income Level,Region,Contract Type,Tenure,Account Type,Billing Method,Payment Method,Monthly Charges,Total Charges,Call Usage (mins),Internet Service,Data Usage (GB),Streaming Services,Value-Added Services,Device Protection Plan,Number of Complaints,Response Time (hrs),Customer Support Calls,Satisfaction Score,Service Downgrades,Contract Changes,Churn Label,Onboarding Experience,Login Frequency,App Engagement
Female,59,High,North,Month-to-month,47,Prepaid,Mailed,Cash,70.64,3545.83,887.17,DSL,271.8,Yes,Yes,No,5,14.43,8,1.52,4,Yes,Yes,2.63,32,9.18
Female,47,High,East,Month-to-month,7,Prepaid,Paperless,Credit Card,46.3,4049.96,82.43,Fiber optic,331.02,No,No,Yes,5,10.46,16,7.93,0,Yes,No,6.44,25,9.74
Non-binary,48,Medium,South,One-year,35,Prepaid,Paperless,Credit Card,111.3,9854.68,557.73,DSL,209.1,Yes,No,No,6,25.78,5,8.04,2,Yes,Yes,5.84,27,9.67
Non-binary,22,High,South,Two-year,37,Postpaid,Paperless,Credit Card,33.35,5486.08,562.36,Fiber optic,59.92,No,No,No,5,15.1,5,5.07,2,Yes,Yes,9.79,27,1.39
Female,63,High,North,Two-year,70,Prepaid,Paperless,Bank Transfer,78.15,4846.22,513.86,None,51.34,No,No,Yes,0,34.97,20,4.9,1,Yes,Yes,7.56,0,9.08
Non-binary,67,Medium,West,Month-to-month,62,Postpaid,Mailed,Cash,20.04,6528.74,919.8,Fiber optic,183.18,Yes,No,Yes,0,42.35,11,7.53,4,Yes,Yes,5.51,3,2.78
Female,80,Low,East,Month-to-month,62,Prepaid,Mailed,Cash,164.06,7063.18,106.04,Fiber optic,479.89,No,No,Yes,6,7.29,5,9.55,4,No,Yes,1.51,1,7.04
Male,36,Low,East,Two-year,57,Prepaid,Mailed,Cash,133.14,2822.52,905.27,Fiber optic,166.41,No,No,No,2,39.47,8,5.88,5,Yes,No,5.14,39,5.97
Female,42,High,North,One-year,33,Postpaid,Paperless,Cash,45.26,5450.12,413.2,Fiber optic,375.81,No,No,No,10,25.82,1,3.62,5,Yes,No,6.45,9,9.29
Non-binary,79,High,West,Month-to-month,38,Prepaid,Paperless,Bank Transfer,80.97,2443.39,532.9,Fiber optic,413.59,No,Yes,Yes,0,42.85,13,6.88,5,No,No,3.39,38,2.6
Female,79,Medium,West,Month-to-month,26,Prepaid,Paperless,Bank Transfer,140,7519.29,246.73,Fiber optic,252.72,Yes,No,Yes,0,26.36,2,3.66,2,Yes,No,9.84,47,1.19
Male,33,High,West,Month-to-month,72,Prepaid,Paperless,Cash,74.75,2977.43,329.63,Fiber optic,10.84,No,Yes,No,6,17.87,17,5.75,3,Yes,Yes,4.86,22,2.14
Male,63,Low,East,Two-year,65,Prepaid,Mailed,Bank Transfer,40.62,3925.09,240.31,DSL,44.49,No,No,No,3,3.71,1,4.15,5,No,Yes,5.83,8,3.19
Male,62,Medium,West,One-year,32,Prepaid,Mailed,Cash,90.29,630.63,886.66,DSL,77.13,Yes,Yes,Yes,10,47.13,1,7.4,1,Yes,No,7.62,44,3.32
Male,52,Low,South,Two-year,65,Prepaid,Mailed,Credit Card,20.55,9637.09,948.98,DSL,77.37,Yes,Yes,No,6,38.89,10,7.28,4,No,No,9.83,21,9.7
Female,62,High,West,Month-to-month,70,Prepaid,Paperless,Bank Transfer,163,6402.14,109.96,Fiber optic,4.55,Yes,No,No,7,31.29,16,4.33,2,Yes,Yes,3.42,13,5.05
Male,36,High,North,Two-year,11,Prepaid,Mailed,Cash,134.03,6948.84,448.31,DSL,162.94,No,No,No,3,30.33,6,6.09,0,Yes,No,3.74,2,9.24
Non-binary,25,High,West,One-year,64,Prepaid,Mailed,Bank Transfer,137.32,4466.35,710.54,DSL,394.34,No,Yes,Yes,3,16.72,0,4.68,5,No,Yes,8.02,30,4.69
Male,77,Low,West,One-year,47,Prepaid,Paperless,Cash,85.31,4294.13,309.27,Fiber optic,467.27,No,Yes,Yes,10,44.5,14,2.51,4,No,Yes,3.63,25,1.85
Non-binary,80,Medium,North,Two-year,33,Prepaid,Mailed,Cash,51.3,1030.34,626.21,Fiber optic,336.58,No,No,Yes,5,20.3,0,4.12,0,Yes,No,8.96,21,0.81
Non-binary,46,Medium,East,Month-to-month,23,Prepaid,Mailed,Credit Card,128.1,5978.32,677.84,Fiber optic,98.68,No,No,No,10,35.41,0,8.02,4,No,No,2.6,6,4.49
Male,59,Low,West,Month-to-month,37,Prepaid,Paperless,Cash,166.54,9579.45,749.84,DSL,2.47,No,No,Yes,3,45.15,10,6.83,1,Yes,Yes,8.97,20,1.27
Female,37,High,West,Two-year,29,Postpaid,Paperless,Bank Transfer,116.34,5982.6,838.38,Fiber optic,345.76,Yes,Yes,No,2,9.7,3,3.25,2,Yes,No,1.82,37,9.3
Female,52,Medium,West,One-year,59,Postpaid,Mailed,Credit Card,150.86,339.04,119.85,DSL,94.74,No,No,Yes,4,12.66,15,4.94,5,No,Yes,8.95,46,5.34
Female,56,Medium,East,Two-year,53,Prepaid,Mailed,Credit Card,75.35,3730.37,671.08,DSL,299.36,Yes,Yes,Yes,9,32.4,15,3.68,5,Yes,Yes,1.68,10,8.48
Female,36,Low,North,One-year,65,Prepaid,Paperless,Bank Transfer,194.92,5132.28,481.78,None,217,Yes,Yes,No,7,42.91,0,6.53,3,No,No,3.65,15,6.18
Non-binary,47,Medium,South,Month-to-month,44,Postpaid,Mailed,Cash,174.58,5308.67,460.4,Fiber optic,3.4,No,No,Yes,4,22.27,9,9.21,5,Yes,No,7.16,3,4
Male,30,Low,North,Two-year,14,Prepaid,Paperless,Bank Transfer,146.72,1235.55,533.05,None,303.92,No,No,No,3,20.88,12,7.06,5,No,Yes,7.08,7,7.94
Female,38,High,West,One-year,5,Prepaid,Paperless,Bank Transfer,167.48,2005.15,674.89,Fiber optic,161.7,No,No,No,0,3.55,6,9.73,3,No,No,3.15,42,7.93
Male,51,High,South,Two-year,45,Postpaid,Paperless,Bank Transfer,135.83,883.96,368.53,Fiber optic,315.9,Yes,No,Yes,3,7.8,17,3.34,0,No,No,7.52,46,5.93
Male,66,High,East,Month-to-month,61,Postpaid,Paperless,Cash,48.52,7358.88,801.83,Fiber optic,321.58,Yes,Yes,No,4,40.51,19,3.43,0,No,No,4.01,17,9.02
Male,41,High,West,Month-to-month,27,Postpaid,Mailed,Cash,71.05,2906.95,839.89,DSL,86.78,Yes,Yes,No,5,6.2,11,9.69,1,No,No,1.87,11,2.88
Male,78,Low,North,Two-year,42,Prepaid,Paperless,Bank Transfer,42.79,734.55,684.56,DSL,196.95,No,No,No,10,41,12,4.42,5,No,Yes,5.24,20,8.7
Female,34,Medium,East,Month-to-month,22,Postpaid,Paperless,Bank Transfer,145.28,7163.65,228.74,Fiber optic,52.39,No,No,Yes,1,26.96,17,6.14,5,Yes,Yes,3.46,1,5.73
Male,31,Low,North,Month-to-month,39,Prepaid,Paperless,Bank Transfer,198.84,9798.62,993.28,None,254.92,No,Yes,No,5,22.63,6,9.45,1,Yes,Yes,4.27,44,5.05
Female,28,Medium,West,Two-year,11,Prepaid,Paperless,Credit Card,109.71,921.05,582.94,DSL,356.92,Yes,No,No,6,42.18,17,9.33,3,Yes,No,7.93,29,0.69
Female,64,Medium,East,Month-to-month,11,Postpaid,Paperless,Bank Transfer,147.36,389.91,382.5,DSL,340.66,No,No,Yes,5,5.95,2,3,3,No,No,9.04,47,3.46
Non-binary,44,Medium,East,Two-year,11,Prepaid,Paperless,Credit Card,93.18,8425.24,680.98,DSL,90.81,Yes,Yes,No,0,8.84,1,2.38,1,Yes,No,2.83,10,9.39
Non-binary,19,Low,West,Month-to-month,19,Prepaid,Paperless,Credit Card,53.49,1188.2,919.01,None,426.55,Yes,Yes,No,4,46.38,3,8.15,3,Yes,Yes,1.84,20,6.88
Male,51,High,West,One-year,34,Postpaid,Mailed,Bank Transfer,180.03,4453.29,413.56,None,171.51,Yes,Yes,Yes,5,33.76,17,4.15,1,No,Yes,6,47,4.79
Female,56,High,East,One-year,37,Prepaid,Mailed,Bank Transfer,161.67,8470.2,766.91,Fiber optic,282.37,No,Yes,Yes,2,25.66,7,3.52,5,No,Yes,1.02,3,2.14
Male,30,Low,South,Two-year,53,Prepaid,Paperless,Bank Transfer,74.04,5507.83,907.64,Fiber optic,148.2,Yes,No,No,2,41.12,4,5.52,2,Yes,Yes,9.23,17,5.73
Male,48,Medium,West,One-year,48,Prepaid,Mailed,Cash,78.27,6811.06,589.08,Fiber optic,276,Yes,Yes,Yes,4,32.24,9,7.99,1,No,Yes,2.27,40,8.37
Male,24,High,North,One-year,31,Prepaid,Paperless,Bank Transfer,67.71,4886.08,229.79,None,314.57,Yes,Yes,Yes,10,47.61,12,8.1,4,No,Yes,8.01,36,4.65
Male,25,Low,North,Month-to-month,44,Prepaid,Paperless,Bank Transfer,94.74,7945.6,873.36,None,144.53,No,No,Yes,1,3.98,13,9.84,5,No,No,8.42,33,9.09
Male,25,High,North,Two-year,9,Postpaid,Paperless,Cash,184.65,8755.89,408.99,None,388.32,Yes,No,No,5,5.91,9,5.35,1,No,No,7.62,9,3.66
Female,77,High,East,Month-to-month,71,Prepaid,Paperless,Credit Card,114.97,6321.35,691.67,None,215.19,Yes,Yes,No,5,41.43,2,6.48,2,No,No,7.98,11,8.65
Male,21,Medium,East,Two-year,28,Postpaid,Paperless,Credit Card,162.34,5152.27,516.21,Fiber optic,426.98,Yes,Yes,No,4,10.95,9,1.78,2,Yes,Yes,8.16,15,6
Female,53,High,North,One-year,12,Postpaid,Paperless,Credit Card,194.25,5383.15,346.83,DSL,235.6,Yes,No,Yes,3,41.13,0,2.76,2,No,No,2.84,26,6.35
Female,45,Medium,East,One-year,63,Prepaid,Paperless,Credit Card,29.97,7407.96,72.1,Fiber optic,392.42,Yes,Yes,No,10,10.77,4,5.31,2,Yes,No,2.98,15,0.34
Female,21,Low,South,Two-year,46,Postpaid,Mailed,Credit Card,28.59,2173.72,398.24,DSL,408.23,Yes,Yes,No,2,47.83,2,9.55,4,Yes,No,8.55,29,4.63
Non-binary,80,Medium,South,One-year,17,Postpaid,Paperless,Cash,35.12,3291.03,574.71,None,67.33,No,No,Yes,9,38.55,19,2.66,2,Yes,No,4.71,33,6.24
Male,73,Medium,East,Two-year,32,Prepaid,Mailed,Bank Transfer,141.07,6725.41,869.21,DSL,393.83,Yes,Yes,No,4,40.06,1,7.29,1,Yes,No,8.01,30,0.08
Non-binary,33,Low,West,Month-to-month,15,Postpaid,Paperless,Cash,163.55,3227.01,863.16,None,53.09,Yes,Yes,No,7,10.61,5,8.88,5,Yes,Yes,1.38,22,9.87
Female,65,Low,West,Month-to-month,62,Postpaid,Mailed,Credit Card,20.39,8824.89,982.29,None,371.64,Yes,Yes,Yes,9,3.51,1,3.64,2,No,Yes,3.36,42,3.6
Male,75,Low,West,Month-to-month,5,Postpaid,Mailed,Cash,158.98,5872.67,555.8,Fiber optic,188.63,No,No,Yes,5,1.47,5,2.65,5,No,No,6.11,1,6.78
Non-binary,30,Medium,East,Month-to-month,11,Postpaid,Paperless,Cash,23.4,9186.69,201.52,None,163.48,Yes,Yes,Yes,10,8.23,1,3.43,2,No,No,6.12,45,1.98
Female,45,High,East,Month-to-month,27,Prepaid,Mailed,Bank Transfer,80.65,1240.29,575.32,Fiber optic,184.28,Yes,No,Yes,6,33.63,11,1.94,1,No,Yes,7.22,50,2.59
Non-binary,55,Low,West,Month-to-month,22,Prepaid,Mailed,Cash,149.61,1923.66,914.34,Fiber optic,124.45,No,No,Yes,10,39.99,10,7.53,4,No,No,8.42,50,0.2
Non-binary,52,Low,North,One-year,47,Postpaid,Mailed,Bank Transfer,88.01,9426.73,174.36,None,27.38,Yes,No,Yes,4,40.39,19,8.26,5,Yes,No,1.1,49,8.97
Non-binary,63,High,South,One-year,58,Prepaid,Mailed,Credit Card,92.45,3489.46,625.6,DSL,457.94,No,No,Yes,7,37.52,10,2.04,0,Yes,No,7.68,33,2.82
Female,51,Medium,South,Month-to-month,61,Prepaid,Paperless,Bank Transfer,169.57,3977.93,352.81,Fiber optic,17.93,Yes,No,No,4,46.18,9,4.5,0,Yes,No,8.55,7,5.27
Non-binary,22,Low,South,Month-to-month,25,Prepaid,Paperless,Credit Card,133.34,5254.1,404.19,Fiber optic,104.45,No,No,Yes,3,39.66,13,7.1,3,Yes,Yes,7.96,25,4.33
Non-binary,23,Medium,North,Month-to-month,52,Prepaid,Mailed,Credit Card,84.86,4253.73,261.18,Fiber optic,246,Yes,No,Yes,7,8.96,6,4.9,3,Yes,Yes,8.22,26,2.83
Male,79,Medium,North,Two-year,13,Postpaid,Paperless,Credit Card,191.03,6605.67,404.98,None,395.52,No,No,Yes,8,34.39,0,8.5,5,No,No,6.29,7,3.37
Male,71,Low,West,One-year,68,Postpaid,Paperless,Credit Card,99.27,2021.19,799.17,DSL,196.25,Yes,Yes,Yes,3,11.38,14,7.8,2,No,No,7.45,37,9.2
Non-binary,38,High,South,One-year,32,Postpaid,Mailed,Credit Card,110.88,9473.13,97.06,DSL,194.47,Yes,Yes,No,0,36.32,18,5.34,4,No,Yes,2.08,9,7.12
Female,23,Low,West,One-year,25,Prepaid,Mailed,Credit Card,130.9,391.83,120.16,DSL,130.69,No,Yes,Yes,1,40.77,15,1.13,4,Yes,Yes,5.76,6,1
Male,79,Low,South,Month-to-month,27,Postpaid,Paperless,Bank Transfer,163.11,3535.52,111.31,Fiber optic,232.15,Yes,Yes,Yes,9,38.32,20,6.32,5,Yes,No,5.56,3,4.82
Non-binary,34,Low,North,Month-to-month,53,Prepaid,Paperless,Bank Transfer,105.78,577.76,879.77,None,182.57,No,Yes,Yes,10,7.61,15,4.02,3,Yes,Yes,1.09,19,6.04
Female,37,Medium,East,One-year,12,Postpaid,Paperless,Cash,150.85,2473.01,820.56,Fiber optic,70.23,No,Yes,No,8,20.6,19,8.4,1,Yes,No,9.43,11,7.84
Female,28,Low,West,One-year,28,Postpaid,Mailed,Cash,91.54,7084.75,314.31,Fiber optic,222.33,Yes,Yes,Yes,7,4.29,7,4.95,1,Yes,Yes,5.42,36,6.93
Non-binary,67,Low,West,One-year,41,Prepaid,Mailed,Cash,89.65,3953.59,367.68,None,211.74,Yes,No,No,8,11.03,18,5.01,5,No,Yes,6.34,45,9.42
Female,55,High,East,Month-to-month,40,Postpaid,Paperless,Credit Card,136.74,9339.12,516.41,Fiber optic,183.92,Yes,Yes,No,7,35.31,12,5.84,4,Yes,Yes,5.54,42,5.81
Non-binary,61,High,South,Month-to-month,3,Postpaid,Paperless,Credit Card,185.83,5230.97,119.23,DSL,199.84,No,No,Yes,0,37.47,12,7.66,4,No,Yes,1.83,32,7.34
Male,71,Medium,West,Month-to-month,27,Postpaid,Paperless,Bank Transfer,101.6,5898.35,935.31,DSL,72.39,No,Yes,Yes,0,6.65,17,4,4,No,Yes,4.76,40,4.86
Male,58,Medium,North,Two-year,72,Prepaid,Mailed,Credit Card,108.6,7866.61,881.89,Fiber optic,77.55,No,No,No,4,26.92,19,7.47,1,No,Yes,9.28,12,9.84
Male,75,High,North,Two-year,22,Postpaid,Paperless,Bank Transfer,95.35,8538.23,68.33,None,68.39,Yes,Yes,Yes,5,14.67,0,2.97,0,No,No,1.76,14,5.02
Non-binary,50,Low,South,Month-to-month,28,Prepaid,Mailed,Bank Transfer,63.01,2378.41,664.29,Fiber optic,270.33,Yes,No,Yes,8,6.32,7,4.07,1,No,Yes,7.15,21,4.44
Non-binary,30,Medium,West,Two-year,52,Postpaid,Paperless,Credit Card,58.51,2027.03,210.47,Fiber optic,333.67,Yes,No,Yes,10,24.16,20,6.53,4,No,Yes,2.79,43,7.29
Female,78,Medium,East,Month-to-month,44,Prepaid,Paperless,Credit Card,50.95,5375.43,146.53,None,192.07,Yes,No,Yes,0,29.31,2,8.12,3,Yes,No,1.79,38,5.1
Female,19,Low,East,Month-to-month,72,Postpaid,Paperless,Cash,186.18,2789.63,288.63,Fiber optic,4.1,No,Yes,No,4,3.52,7,1.86,5,No,No,7.69,36,1.02
Female,27,High,South,Two-year,48,Prepaid,Paperless,Bank Transfer,186.8,1863.98,960.76,Fiber optic,472.1,Yes,No,Yes,6,17.96,14,9.03,0,Yes,No,7.11,3,6.46
Male,47,Medium,West,Two-year,49,Postpaid,Paperless,Credit Card,81.48,1320.92,852.88,Fiber optic,227.95,Yes,No,Yes,0,36.04,0,7.42,1,Yes,Yes,5.14,2,4.08
Male,44,High,West,One-year,69,Postpaid,Mailed,Cash,63.48,3281.74,125.42,Fiber optic,126.96,Yes,Yes,Yes,9,41.15,14,1.64,0,No,Yes,1.27,28,1.52
Female,72,High,East,Two-year,22,Postpaid,Paperless,Bank Transfer,45.83,2685.42,429.06,None,172.53,Yes,No,Yes,5,47.13,16,2.7,1,No,No,7.65,5,8.11
Female,44,High,North,One-year,23,Postpaid,Paperless,Credit Card,88.03,1705.01,767.95,Fiber optic,202.35,Yes,Yes,No,1,35.78,20,5.09,2,Yes,Yes,1.14,34,8.88
Non-binary,65,Low,North,Month-to-month,59,Postpaid,Paperless,Credit Card,118.43,2162.56,615.17,None,335.99,No,Yes,Yes,6,27.8,8,4.48,1,Yes,No,3.64,26,3.97
Female,44,High,South,Two-year,6,Postpaid,Mailed,Cash,85.03,4851.09,166.06,DSL,12.36,Yes,No,No,1,2.51,14,3.48,2,No,Yes,3.17,29,2.02
Female,44,Low,East,Two-year,23,Prepaid,Mailed,Bank Transfer,56.36,4821.4,275.06,Fiber optic,214.19,Yes,No,No,5,10.46,17,1.25,5,No,No,7.99,16,9.31
Non-binary,29,Medium,North,Month-to-month,40,Prepaid,Paperless,Cash,123.24,507.53,189.91,Fiber optic,344.53,Yes,Yes,No,6,38.97,19,4.91,2,Yes,Yes,6.62,6,6.71
Non-binary,73,High,East,Two-year,2,Postpaid,Paperless,Cash,91.78,6794.38,635.37,DSL,140.62,No,No,Yes,4,18.08,0,1.25,5,Yes,No,2.92,36,9.72
Female,23,Medium,East,Two-year,42,Postpaid,Paperless,Cash,123.65,9168.33,401.99,DSL,478.38,Yes,No,No,2,13.8,5,5.96,4,No,No,7.07,34,7.22
Male,41,High,South,Month-to-month,3,Postpaid,Mailed,Credit Card,145.71,3487.66,979.43,Fiber optic,257.37,Yes,No,No,8,16.52,4,8.27,2,No,Yes,5.55,9,0.68
Male,21,Low,West,Two-year,18,Prepaid,Paperless,Bank Transfer,73.62,6883.33,563.75,Fiber optic,234.49,No,No,No,4,3.29,16,6.19,0,Yes,Yes,1.15,2,4.72
Non-binary,66,Medium,East,Two-year,48,Postpaid,Mailed,Cash,146.98,5611.43,752.68,DSL,230.9,Yes,Yes,Yes,2,2.57,5,6.35,3,No,Yes,1.54,3,2.56
Non-binary,63,Medium,North,Month-to-month,42,Prepaid,Mailed,Credit Card,50.94,1355.79,431.44,DSL,449.91,No,No,Yes,1,9.2,9,3.31,1,No,No,6.04,39,1.76
Non-binary,45,Low,East,One-year,54,Postpaid,Paperless,Bank Transfer,135.32,3655.17,734.19,DSL,403.19,Yes,No,Yes,5,21.14,20,1.93,1,No,Yes,7.04,16,4.81
Male,35,Low,West,Two-year,20,Prepaid,Mailed,Cash,22.87,2326.3,924.34,None,188.16,No,No,Yes,10,41.17,14,3.81,1,No,No,3.48,33,4.96
Non-binary,52,Medium,East,One-year,59,Prepaid,Paperless,Bank Transfer,51.67,4247.76,942.84,None,2.71,No,Yes,No,3,19.74,11,9.3,5,No,No,6.17,45,0.57
Male,20,High,South,Month-to-month,4,Postpaid,Paperless,Credit Card,111.71,1018.08,328.12,DSL,387.21,No,Yes,No,0,5.12,12,8.39,5,No,Yes,7,38,0.63
Female,42,Medium,West,Month-to-month,59,Postpaid,Mailed,Cash,128.01,7640.33,911.98,None,187.63,Yes,No,Yes,6,26.06,9,7.56,5,Yes,Yes,7,29,2.33
Non-binary,21,High,East,One-year,51,Prepaid,Paperless,Credit Card,74.84,6044.35,536.33,Fiber optic,420.69,No,Yes,No,10,35.95,4,6.46,3,No,Yes,2.46,32,2.87
Non-binary,46,Low,West,One-year,19,Postpaid,Mailed,Bank Transfer,87.55,6021.21,952.17,Fiber optic,40.34,Yes,Yes,Yes,3,44.69,12,4.25,4,No,No,4.24,14,0.4
Male,66,Medium,West,Two-year,35,Postpaid,Paperless,Bank Transfer,140.34,2512.37,747.29,DSL,355.47,No,No,No,0,34.58,3,5.31,5,No,Yes,2.53,47,8.86
Male,28,High,South,One-year,13,Prepaid,Mailed,Cash,100.58,2773.01,759.78,None,16.07,No,Yes,No,8,2.86,1,3.62,5,No,No,4.92,30,0.64
Female,49,Medium,West,Two-year,40,Prepaid,Mailed,Credit Card,173.88,1664.54,172.89,DSL,448.98,Yes,Yes,No,4,46.45,5,3.63,0,No,No,4.09,0,4.04
Female,25,Low,East,Two-year,18,Prepaid,Mailed,Credit Card,177.97,8169.21,782.59,DSL,114.65,No,Yes,No,2,4.04,10,9.22,4,Yes,Yes,7.06,11,1.29
Male,56,Medium,North,Two-year,37,Postpaid,Paperless,Bank Transfer,35.1,4967.64,716.77,DSL,402.11,Yes,No,No,4,2.66,1,1.79,2,Yes,Yes,7.04,36,5.39
Female,74,High,West,Month-to-month,69,Prepaid,Mailed,Cash,56.83,7045.35,915.2,None,415.06,Yes,No,Yes,3,4.67,2,1.52,5,No,Yes,1.2,28,6.75
Non-binary,68,Medium,North,Month-to-month,26,Postpaid,Mailed,Bank Transfer,147.27,8878.64,70.11,DSL,215.07,Yes,Yes,No,2,44.22,8,1.66,4,No,No,1.1,14,8.86
Female,79,Low,West,One-year,35,Postpaid,Paperless,Credit Card,185.65,9432.8,531.24,DSL,459.79,Yes,Yes,No,3,16.17,20,9.93,0,No,Yes,5.1,27,4.27
Male,19,Low,South,One-year,51,Prepaid,Paperless,Cash,84.87,9703.2,300.85,DSL,162.43,No,No,No,6,40.29,11,9.75,5,Yes,No,1.7,9,0.21
Male,63,High,East,One-year,20,Prepaid,Mailed,Credit Card,77.24,880.28,390.01,None,190.39,No,No,Yes,9,6.85,12,3.49,0,Yes,Yes,4.47,11,3.91
Male,74,Medium,East,Month-to-month,42,Postpaid,Mailed,Cash,158.86,9108.46,620.15,Fiber optic,428.06,No,No,Yes,4,29.99,5,6.44,1,No,Yes,9.98,38,4.19
Non-binary,19,Low,North,Month-to-month,44,Prepaid,Paperless,Bank Transfer,193.75,819.44,605.05,None,196.8,Yes,No,Yes,10,38.92,19,2.62,3,No,No,9.16,50,5.73
Female,24,Low,West,Month-to-month,13,Prepaid,Mailed,Cash,186.93,8620.1,888.05,DSL,424.36,Yes,Yes,No,10,23.7,11,1.06,0,No,Yes,7.54,7,4.85
Female,52,Medium,South,One-year,45,Postpaid,Mailed,Bank Transfer,155.81,7801.79,129.73,DSL,450.53,Yes,No,Yes,7,5.59,11,7.25,0,No,No,2.06,15,0.28
Female,68,Medium,North,One-year,36,Prepaid,Mailed,Cash,46.93,8009.66,313.86,None,7.32,No,No,No,4,46.89,8,6.11,1,Yes,No,1.77,12,6.29
Female,67,Low,South,One-year,16,Postpaid,Mailed,Credit Card,81.09,4418.65,496.05,None,159.45,Yes,Yes,Yes,3,33.08,0,8.21,5,No,Yes,7.89,29,6.58
Male,72,Medium,North,One-year,51,Postpaid,Paperless,Cash,91.47,106.26,615.32,None,479.48,Yes,No,Yes,9,11.23,20,5.83,3,No,No,1.75,12,3.87
Non-binary,58,High,East,Two-year,71,Prepaid,Paperless,Bank Transfer,187.7,588.9,498.38,Fiber optic,428.91,Yes,Yes,Yes,0,17.1,18,8.75,2,Yes,Yes,9.84,50,0.41
Non-binary,35,High,South,Two-year,8,Prepaid,Paperless,Credit Card,141.81,1534.11,109.82,DSL,101.34,No,Yes,Yes,10,12.37,2,7.2,3,No,No,4.27,26,4.88
Male,51,Medium,West,Two-year,18,Postpaid,Mailed,Cash,104.83,6921.12,96.25,None,198.34,No,Yes,No,0,15.69,0,8.85,2,Yes,Yes,7.99,46,3.03
Male,48,High,North,Month-to-month,10,Prepaid,Mailed,Bank Transfer,30.33,2801.51,587.82,DSL,375.18,Yes,No,No,5,22.16,3,4.95,1,No,Yes,7.57,44,0
Female,19,Medium,West,Two-year,39,Postpaid,Paperless,Credit Card,168.75,1938.52,266.89,Fiber optic,234.19,No,No,Yes,0,24.64,17,3.62,0,No,No,8.43,18,4.03
Non-binary,42,High,South,One-year,21,Postpaid,Paperless,Cash,102.94,6741.29,383.48,Fiber optic,363.65,No,Yes,No,5,16.98,16,1.5,1,No,Yes,7.71,15,5.79
Non-binary,64,Medium,South,Two-year,50,Postpaid,Paperless,Credit Card,53.12,3799.78,494.31,None,130.37,Yes,No,Yes,2,27.13,2,6.65,3,No,No,1.82,47,9.62
Female,32,Medium,South,Two-year,6,Postpaid,Paperless,Credit Card,144.83,8837.9,984.13,None,109.93,No,Yes,Yes,9,15.04,10,1.82,1,No,Yes,3.34,45,8.1
Female,40,Low,North,Month-to-month,26,Postpaid,Paperless,Credit Card,146.77,6838.52,919.74,None,48.74,Yes,No,No,5,23.88,18,3.76,4,Yes,No,2.81,49,6.21
Female,67,Low,East,Month-to-month,65,Postpaid,Paperless,Credit Card,84.82,8506.52,555.68,Fiber optic,85.95,Yes,Yes,No,6,45.43,17,6.45,1,Yes,Yes,8.7,24,2.92
Female,36,Low,East,Month-to-month,59,Prepaid,Paperless,Cash,146.51,2730.54,764.12,DSL,252.09,Yes,No,No,7,22.2,16,8.51,2,No,No,8.92,21,3.9
Female,64,Low,South,Two-year,48,Postpaid,Mailed,Credit Card,58.77,7196.29,847.99,None,265.69,No,Yes,Yes,3,7.99,16,6.01,3,No,Yes,8.41,23,6.69
